start_pos_1based,score
1,-4.071461195375218
2,-1.827716602404105
3,-2.8085458554158316
4,0.6778093345866308
5,-2.6851668342553268
6,-0.7572751907026919
7,-3.0216390708765397
8,-1.4504223712626367
9,-3.3783140148152726
10,1.5251071949738342
11,-1.13456942184416
12,-1.722356086746279
13,-6.01737134443053
14,3.0757046073850014
15,-0.8934073650272718
16,-3.8483176440610074
17,-6.422836452538695
18,-1.199107942981731
19,-3.54821305161067
20,-1.8378689738681233
21,-2.8186982268798495
22,-0.6394921550463083
23,-3.8201467670943114
24,-2.8085458554158316
25,-0.13312088162969804
26,-0.8626357063605181
27,-4.359143267826998
28,-3.848317644061007
29,-1.892255123541676
30,-3.001019783673804
31,-1.2681008144686823
32,-2.8085458554158316
33,-4.002468323888266
34,-3.2140109635239957
35,-1.3168909786381142
36,-2.0565581748329524
37,1.3709565151465761
38,-2.462023282941117
39,-4.002468323888266
40,-4.764608375935163
41,0.3188642421133594
42,-2.2797017261471626
43,0.8113407272111534
44,-3.378314014815272
45,-4.002468323888266
46,-6.017371344430531
47,-0.4106505826174609
48,-1.1810894374790528
49,-0.2872715614569564
50,-0.7392566852000134
51,-2.4620232829411166
52,-3.260530979158889
53,-3.511845407439795
54,-1.6735659225768469
55,-2.4132331187716853
56,-0.2872715614569564
57,-0.2872715614569563
58,-3.7147862514364847
59,1.3709565151465761
60,-4.359143267826998
61,-3.4428525359528437
62,-3.9379298027506953
63,1.7947707619229374
64,-1.874236618038998
65,-3.937929802750695
66,-2.818698226879849
67,-2.1900895674574756
68,-4.513293947654256
69,-5.206441128214202
70,0.436647277769743
71,0.11819354665120807
72,-3.9536781597188337
73,-5.6119062363223655
74,-3.848317644061007
75,-0.91142587052995
76,-1.1503177788122994
77,-2.9728489067071076
78,-1.9612479950286277
79,-4.002468323888266
80,-3.1551704635010625
81,-2.926328891072215
82,-1.768876102381172
83,-0.8626357063605182
84,-0.4414222412842147
85,-2.462023282941117
86,-2.3667131031367923
87,-2.567383798598944
88,-4.918759055762421
89,-5.170073484043328
90,-0.862635706360518
91,-3.4146816589861477
92,-3.54821305161067
93,-4.63107698331064
94,-1.0449572631544728
95,-2.316069370318038
96,-3.1063802993316303
97,-5.72968927197875
98,-2.1900895674574756
99,-0.7291043137359956
100,-1.0269387576517945
101,-4.63107698331064
102,-3.2140109635239957
103,-3.4146816589861473
104,0.27234422647846634
105,-0.2872715614569563
106,-1.2298796016484852
107,-4.071461195375218
108,-4.764608375935163
109,-2.2797017261471626
110,-0.2872715614569563
111,0.6778093345866308
112,-1.453023152962695
113,-4.071461195375218
114,-3.511845407439795
115,-2.6851668342553268
116,-0.8626357063605182
117,0.40587561910298864
118,0.1181935466512081
119,-4.225611875202475
120,-3.917310515547959
121,-3.665996087267053
122,-2.056558174832953
123,-2.9728489067071076
124,-3.665996087267053
125,-2.1153986748558857
126,-4.225611875202476
127,-0.3030199184250954
128,-0.1537401688324337
129,-2.462023282941117
130,-2.2797017261471617
131,-3.1063802993316307
132,-5.324224163870586
133,-4.359143267826998
134,2.0742560671705395
135,-0.7392566852000136
136,-4.071461195375218
137,-3.5324646946425298
138,-3.4428525359528432
139,-2.567383798598944
140,-1.8378689738681233
141,-0.8626357063605182
142,-1.5865545455872172
143,-2.8186982268798495
144,-2.972848906707108
145,-2.8186982268798495
146,-3.5324646946425307
147,1.9305723030819988
148,-2.279701726147162
149,-2.700915191223466
150,-3.0906319423634914
151,0.20780570534089518
152,-4.071461195375218
153,-4.071461195375218
154,-0.4414222412842147
155,-2.59555467556564
156,-3.5324646946425307
157,-2.972848906707108
158,0.3413370979654178
159,-0.33379157709184926
160,-1.9920196536953818
161,-2.8186982268798495
162,-4.071461195375218
163,-2.6851668342553268
164,0.9654914070384116
165,4.297695917213615
166,-2.6851668342553268
167,-5.324224163870586
168,-4.0714611953752184
169,1.1297944583296884
170,-1.7043375812436006
171,-1.6735659225768469
172,-0.03595713317605026
173,-1.4811940299293909
174,-4.071461195375218
175,-4.359143267826999
176,-3.1269995865343665
177,-2.125551046319904
178,-0.015337845973314612
179,-2.14617033352264
180,-4.359143267826998
181,-2.2797017261471626
182,-2.8186982268798495
183,-2.8393175140825853
184,-2.700915191223466
185,-0.2872715614569563
186,-1.72008593821174
187,-1.8277166024041054
188,-2.6851668342553268
189,-2.926328891072215
190,-2.279701726147163
191,-1.6735659225768469
192,-1.4222514942959408
193,-1.9230267822084304
194,-2.3667131031367923
195,-2.972848906707108
196,-5.324224163870586
197,-5.206441128214202
198,-2.1619186904907792
199,-1.4324038657599587
200,-3.54821305161067
201,-5.206441128214203
202,-5.206441128214202
203,1.0832744426947953
204,-1.0269387576517945
205,-3.665996087267053
206,-6.017371344430531
207,-1.199107942981731
208,-2.700915191223466
209,-1.4324038657599587
210,-4.071461195375218
211,-1.6045730510898952
212,-0.16948852580057294
213,-1.827716602404105
214,-2.8186982268798495
215,-2.2331817105122695
216,-0.9114258705299503
217,-3.7147862514364847
218,-1.5194152427495888
219,0.8113407272111534
220,-2.056558174832953
221,-6.01737134443053
222,-3.665996087267054
223,-0.12296851016567975
