start_pos_1based,score
1,-1.4324038657599587
2,-0.015337845973314501
3,-5.72968927197875
4,-1.4504223712626372
5,0.11819354665120807
6,-1.2092603144457492
7,-2.8186982268798495
8,-3.7147862514364847
9,-0.3518100825945275
10,-3.665996087267053
11,-1.6735659225768469
12,-3.24478262219075
13,-0.19765940276726923
14,0.5394070117275115
15,-2.462023282941117
16,-0.9804187420169016
17,-0.7392566852000136
18,-1.6735659225768469
19,-1.9920196536953814
20,-0.2872715614569564
21,-2.125551046319904
22,-0.7392566852000136
23,-4.071461195375218
24,-1.209260314445749
25,-0.17964089726459087
26,-0.42080295408147905
27,-2.6851668342553268
28,-1.5400345299523244
29,0.9654914070384114
30,-2.8186982268798495
31,-3.24478262219075
32,-2.5955546755656393
33,0.34133709796541767
34,-0.5851060053727554
35,-2.926328891072215
36,-0.5749536339087373
37,-2.685166834255327
38,0.27234422647846623
39,-2.125551046319904
40,-4.290150396340047
41,-3.61947607163216
42,-3.4428525359528437
43,2.1106237113414146
44,-2.6851668342553268
45,-1.3634109942730075
46,-4.3591432678269975
47,-4.695615504448211
48,-4.359143267826998
49,-0.12296851016567978
50,-1.4687715099308336
51,-5.324224163870586
52,-5.6119062363223655
53,-2.0565581748329524
54,-1.1503177788122991
55,-3.8201467670943114
56,-4.513293947654257
57,-3.2140109635239957
58,-3.665996087267053
59,-4.513293947654257
60,-1.13456942184416
61,-0.8037952063375847
62,-1.827716602404105
63,-2.567383798598944
64,-0.9804187420169016
65,0.27234422647846646
66,-4.918759055762421
67,-2.9728489067071084
68,-0.6927366695651208
69,-2.59555467556564
70,-3.126999586534366
71,-2.972848906707108
72,-1.2092603144457492
73,-1.0269387576517945
74,-2.2797017261471626
75,-3.5118454074397945
76,-3.2605309791588892
77,-1.4324038657599591
78,-2.8186982268798495
79,-1.72008593821174
80,-4.918759055762421
81,-2.115398674855886
82,-3.665996087267053
83,1.1297944583296884
84,-2.433852405974421
85,-1.8558874793708013
86,-0.9804187420169016
87,0.47486849058994063
88,-3.511845407439794
89,-3.3783140148152726
90,-0.9804187420169018
91,-3.5970032157801017
92,-1.961247995028628
93,-5.72968927197875
94,0.20780570534089504
95,0.2517249392757307
96,-2.462023282941117
97,-3.3783140148152713
98,-0.16948852580057278
99,-4.359143267826998
100,-4.359143267826998
101,-1.13456942184416
102,-0.5161131338858039
