start_pos_1based,score
1,-3.309321143328321
2,-2.125551046319904
3,-1.4324038657599587
4,-2.0565581748329524
5,-3.260530979158889
6,-3.665996087267053
7,-1.6735659225768469
8,-2.6851668342553268
9,1.658638587598357
10,0.1181935466512081
11,-1.4811940299293909
12,-3.511845407439794
13,-0.70848502653326
14,-2.6851668342553268
15,-0.9804187420169016
16,-2.3667131031367923
17,-1.4222514942959406
18,-6.017371344430531
19,0.3878571136003107
20,-2.903856035220157
21,-1.722356086746279
22,-3.378314014815272
23,0.341337097965418
24,-1.5865545455872172
25,-3.260530979158889
26,-3.9173105155479595
27,-1.2681008144686823
28,-3.54821305161067
29,-2.0790310306850115
30,-1.5400345299523244
31,0.3413370979654182
32,-2.567383798598944
33,-4.359143267826998
34,-5.50654572066454
35,-1.8922551235416765
36,-1.3146208301035753
37,-1.432403865759959
38,-3.378314014815272
39,-3.4428525359528432
40,-1.0167863861877766
41,-3.5118454074397945
42,0.27234422647846623
43,-0.7291043137359956
44,-5.50654572066454
45,-4.0714611953752184
46,-0.12296851016568
47,-0.8244144935403207
48,-3.511845407439795
49,-2.3667131031367923
50,-2.9038560352201563
51,-2.115398674855886
52,-1.385883850125066
53,-2.2331817105122695
54,-4.513293947654257
55,-3.2140109635239957
56,-2.3284918903165943
57,-0.0641280101427465
58,0.8113407272111536
59,-0.8934073650272721
60,-4.3591432678269975
61,-3.7837791229234368
62,-2.8186982268798495
63,1.3709565151465761
64,-0.046109504640068244
65,-3.378314014815272
66,-4.764608375935163
67,-1.1345694218441598
68,-1.7200859382117395
69,1.658638587598357
70,-2.6851668342553268
71,-2.4620232829411166
72,-2.125551046319904
73,0.831960014413889
74,-1.2988724731354362
75,-0.9804187420169018
76,-4.0714611953752184
77,-0.9804187420169017
78,-4.63107698331064
79,-1.4504223712626374
80,-0.1537401688324337
81,1.322166350977144
82,2.3517857681583023
83,-2.972848906707108
84,-6.01737134443053
85,-5.170073484043328
86,1.129794458329688
87,-0.8934073650272718
88,-2.6851668342553268
89,-3.3783140148152717
90,-0.8037952063375845
91,-2.1619186904907792
92,-3.5118454074397945
93,-3.378314014815272
94,-1.2681008144686827
95,-2.6851668342553268
96,-1.0269387576517945
97,-0.6927366695651208
98,-1.3634109942730075
99,-5.206441128214202
100,-2.9728489067071084
101,-1.8378689738681233
102,-0.42080295408147905
103,-1.7407052254144753
104,-1.72008593821174
105,-0.8727880778245362
106,-2.4132331187716853
107,-5.324224163870586
108,-0.8626357063605182
109,-1.2681008144686825
110,-4.476926303483382
111,-3.820146767094312
112,-2.703185339758005
113,-3.309321143328321
114,-2.5673837985989434
115,-0.5749536339087372
116,-1.3146208301035753
117,-4.2256118752024765
118,-0.8626357063605182
119,-4.764608375935163
