start_pos_1based,score
1,-0.1537401688324337
2,-2.4620232829411166
3,-0.2872715614569564
4,-1.209260314445749
5,-3.7147862514364847
6,-2.8186982268798495
7,-1.6735659225768469
8,3.0449329487182477
9,-3.6659960872670534
10,-1.5194152427495884
11,-2.6851668342553268
12,0.5056401492566943
13,-2.5310161544280683
14,-2.926328891072215
15,-3.214010963523996
16,-2.903856035220157
17,-0.5749536339087372
18,-4.253782752169172
19,-3.5970032157801017
20,-5.206441128214202
21,-1.768876102381172
22,-0.8727880778245362
23,-2.115398674855886
24,-4.225611875202476
25,-2.5208637829640503
26,1.8229416388896333
27,-2.551635441630804
28,-2.9728489067071076
29,-1.385883850125066
30,-0.11064802577763955
31,-5.206441128214202
32,-4.359143267826998
33,-3.0906319423634914
34,3.9230024677722053
35,-1.874236618038998
36,-5.206441128214202
37,-5.170073484043327
38,1.352938009643898
39,0.11819354665120807
40,-5.206441128214202
41,-2.3667131031367923
42,-5.101080612556375
43,-0.6394921550463083
44,-3.820146767094312
45,-1.4504223712626372
46,-4.359143267826998
47,-0.10049565431362134
48,-4.359143267826998
49,-3.848317644061008
50,-2.926328891072215
51,-3.037387427844679
52,-2.1619186904907792
53,-4.476926303483382
54,-4.695615504448211
55,-0.32363920562783133
56,-2.8550658710507246
57,-4.359143267826998
58,-5.324224163870586
59,-1.8922551235416762
60,-0.16948852580057303
61,-2.6851668342553268
62,-5.206441128214201
63,-5.611906236322366
64,-5.206441128214202
65,-1.0167863861877766
66,-2.5673837985989434
67,-1.4687715099308338
68,-4.359143267826998
69,-5.101080612556376
70,-3.260530979158889
71,-1.2681008144686827
72,-0.6057252925754909
73,-2.8186982268798495
74,-1.4222514942959406
75,-2.9728489067071076
76,-2.115398674855886
77,-0.9804187420169017
78,-4.918759055762421
79,-3.378314014815272
80,-1.6735659225768469
81,-0.8244144935403205
82,-4.359143267826998
83,-4.2256118752024765
84,-1.314620830103575
85,0.9654914070384117
86,-0.46732296971637177
87,-4.918759055762421
88,-4.0714611953752184
89,-1.6735659225768469
90,0.40587561910298897
91,-2.9728489067071076
92,-1.9612479950286277
93,-2.3284918903165943
94,0.49548777779267617
95,-0.9804187420169017
96,-0.2872715614569563
97,-3.3783140148152713
98,2.5367081066523145
99,-3.937929802750695
100,-1.604573051089895
101,-4.024941179740325
102,-1.4504223712626372
103,-2.8393175140825853
104,-0.7572751907026919
105,-3.714786251436485
106,-3.7147862514364847
107,-0.5749536339087372
108,2.757250876266467
109,-2.6851668342553268
110,-4.225611875202475
111,-2.5310161544280687
112,-0.015337845973314612
113,-0.04610950464006813
114,-4.071461195375218
115,-3.6659960872670534
116,-2.8186982268798495
117,-0.7291043137359954
118,-2.2590824389444264
119,-2.115398674855886
120,-1.8277166024041054
121,-4.4079334319964305
122,-1.9612479950286281
123,-3.24478262219075
124,-2.3442402472847337
125,-2.366713103136792
126,-2.903856035220157
127,-1.9612479950286277
128,-0.5749536339087373
129,-1.5400345299523244
130,-4.764608375935162
131,-1.4222514942959408
132,-3.665996087267053
133,-4.002468323888266
134,-3.2140109635239957
135,-1.3634109942730075
136,-0.7084850265332598
137,-0.8468873493923791
138,-2.6161739627683755
139,-0.37428293844658633
140,-3.378314014815272
141,-2.520863782964051
142,-0.8468873493923791
143,1.322166350977144
144,-2.6851668342553263
145,-3.953678159718834
146,-4.63107698331064
147,-2.59555467556564
148,0.11819354665120796
149,0.6470376759198769
150,-3.6659960872670534
151,-3.3783140148152726
152,-4.071461195375218
153,-1.5557828869204635
154,0.35935560346809625
155,-2.2797017261471626
156,-3.511845407439795
157,-4.071461195375218
158,-2.4030807473076674
159,-2.0077680106635207
160,-3.6659960872670534
161,-3.331793999180379
162,-4.290150396340047
163,1.3811088866105947
164,-2.125551046319904
165,-4.290150396340047
166,-4.764608375935162
167,-4.695615504448211
168,-0.8626357063605182
169,-4.513293947654256
170,-0.5749536339087374
171,-4.359143267826998
172,-1.8922551235416765
173,-2.8393175140825853
174,-0.06412801014274627
175,-1.4324038657599591
176,-2.9728489067071076
177,-4.918759055762422
178,-2.59555467556564
179,0.11819354665120799
180,1.8127892674256159
181,-0.2872715614569563
182,-1.8277166024041054
183,-5.324224163870586
184,-1.6735659225768469
185,-2.2331817105122695
186,-3.4428525359528432
187,-0.574953633908737
188,1.1886349583526217
189,-1.3168909786381147
190,-0.2872715614569564
191,-3.6194760716321603
192,-1.1139501346414242
193,-2.685166834255327
194,1.352938009643898
195,-4.12025135954465
196,-2.2977202316498406
197,-2.2331817105122695
198,-1.49694238689753
