start_pos_1based,score
1,-4.071461195375218
2,-1.827716602404105
3,-2.8085458554158316
4,0.6778093345866308
5,-2.6851668342553268
6,-0.7572751907026919
7,-3.0216390708765397
8,-1.4504223712626367
9,-3.3783140148152726
10,1.5251071949738342
11,-1.13456942184416
12,-1.722356086746279
13,-6.01737134443053
14,3.0757046073850014
15,-0.8934073650272718
16,-3.8483176440610074
17,-6.422836452538695
18,-1.199107942981731
19,-3.54821305161067
20,-1.8378689738681233
21,-2.8186982268798495
22,-0.6394921550463083
23,-3.8201467670943114
24,-2.8085458554158316
25,-0.13312088162969804
26,-0.015337845973314446
27,-3.9536781597188337
28,-3.848317644061007
29,-2.2977202316498406
30,-0.6031245108754336
31,-1.2681008144686823
32,-2.8085458554158316
33,-4.4079334319964305
34,-2.703185339758005
35,-1.3168909786381142
36,-1.3634109942730075
37,-0.015337845973314557
38,-3.714786251436485
39,-4.69561550444821
40,-0.9804187420169017
41,2.957921571728618
42,-3.5324646946425307
43,-2.2797017261471617
44,-4.764608375935162
45,-2.7497053553928983
46,-5.324224163870586
47,-0.4106505826174609
48,-1.1810894374790528
49,-0.2872715614569564
50,-0.7392566852000134
51,-2.4620232829411166
52,-3.260530979158889
53,-3.511845407439795
54,-1.6735659225768469
55,-2.4132331187716853
56,-0.2872715614569564
57,-0.2872715614569563
58,-3.7147862514364847
59,1.3709565151465761
60,-4.359143267826998
61,-3.4428525359528437
62,-3.9379298027506953
63,1.7947707619229374
64,-1.874236618038998
65,-3.937929802750695
66,-3.511845407439794
67,-0.8037952063375849
68,-2.413233118771685
69,-4.800976020106037
70,-1.961247995028628
71,-1.6735659225768464
72,-0.30301991842509546
73,-4.918759055762421
74,-3.848317644061007
75,-1.3168909786381142
76,-0.6394921550463084
77,-2.9728489067071076
78,-1.9612479950286277
79,-4.002468323888266
80,-3.1551704635010625
81,-2.926328891072215
82,-1.768876102381172
83,-0.8626357063605182
84,-0.4414222412842147
85,-2.462023282941117
86,-2.3667131031367923
87,-2.567383798598944
88,-4.918759055762421
89,-5.170073484043328
90,-0.862635706360518
91,-3.4146816589861477
92,-3.54821305161067
93,-4.63107698331064
94,-1.0449572631544728
95,-2.316069370318038
96,-3.1063802993316303
97,-5.72968927197875
98,-2.1900895674574756
99,-0.7291043137359956
100,-1.0269387576517945
101,-4.63107698331064
102,-3.2140109635239957
103,-3.4146816589861473
104,0.27234422647846634
105,-0.2872715614569563
106,-1.2298796016484852
107,-4.071461195375218
108,-4.0714611953752184
109,-3.6659960872670534
110,-1.5400345299523244
111,0.6778093345866308
112,0.9448721198356761
113,-2.6851668342553268
114,-4.071461195375218
115,-4.764608375935163
116,-2.115398674855886
117,0.40587561910298864
118,2.5160888194495787
119,-2.8393175140825853
120,-5.170073484043327
121,-4.3591432678269975
122,-2.056558174832953
123,-2.9728489067071076
124,-3.665996087267053
125,-2.1153986748558857
126,-4.225611875202476
127,-0.3030199184250954
128,-0.1537401688324337
129,-1.7688761023811717
130,-3.665996087267052
131,-4.359143267826998
132,-5.324224163870586
133,-1.9612479950286277
134,3.4605504282904294
135,-1.9920196536953818
136,-4.764608375935162
137,-3.5324646946425298
138,-3.4428525359528432
139,-2.567383798598944
140,-1.8378689738681233
141,-0.8626357063605182
142,-1.5865545455872172
143,-3.6659960872670534
144,-2.972848906707108
145,-3.2241633349880137
146,-4.513293947654257
147,-1.3146208301035753
148,-2.279701726147162
149,-2.700915191223466
150,-2.6851668342553268
151,-1.1503177788122994
152,-4.359143267826998
153,-4.071461195375218
154,-0.4414222412842147
155,-2.59555467556564
156,-3.5324646946425307
157,-2.972848906707108
158,0.3413370979654178
159,0.35935560346809603
160,-3.378314014815272
161,-4.0714611953752184
162,-3.378314014815272
163,-1.6735659225768469
164,1.0990227996629343
165,3.0449329487182477
166,-0.9804187420169017
167,-3.937929802750695
168,-5.324224163870586
169,0.43664727776974266
170,-1.7043375812436006
171,-1.6735659225768469
172,-0.03595713317605026
173,-1.4811940299293909
174,-4.764608375935162
175,-2.972848906707108
176,-1.8742366180389978
177,-2.125551046319904
178,-2.4132331187716853
179,-3.53246469464253
180,-3.1063802993316303
181,-1.5865545455872176
182,-2.8186982268798495
183,-2.8393175140825853
184,-2.700915191223466
185,-1.13456942184416
186,-2.125551046319904
187,-1.8277166024041054
188,-2.2797017261471626
189,-5.324224163870586
190,-2.279701726147163
191,-1.6735659225768469
192,-1.0167863861877766
193,-2.4338524059744215
194,-2.3667131031367923
195,-2.972848906707108
196,-5.324224163870586
197,-5.206441128214202
198,-2.1619186904907792
199,-1.4324038657599587
200,-3.54821305161067
201,-5.206441128214203
202,-5.206441128214202
203,0.23597658230759158
204,-1.432403865759959
205,-3.665996087267053
206,-4.359143267826998
207,-4.290150396340048
208,-2.700915191223466
209,-1.4324038657599587
210,-1.2681008144686825
211,-4.513293947654257
212,-1.5557828869204635
213,-1.827716602404105
214,-1.9024074950056944
215,-2.2331817105122695
216,-0.9114258705299503
217,-3.7147862514364847
218,-1.5194152427495888
219,-0.7291043137359956
220,-1.0757289218212267
221,-4.764608375935162
222,-3.9536781597188346
