start_pos_1based,score
1,-4.359143267826998
2,-0.2872715614569563
3,-2.1900895674574756
4,-4.071461195375218
5,-4.918759055762421
6,-0.5059607624217858
7,-3.5118454074397945
8,-3.8201467670943114
9,-5.206441128214202
10,-1.3634109942730075
11,-3.1063802993316303
12,-1.8277166024041054
13,-3.4146816589861473
14,0.1647135622861009
15,-0.8727880778245362
16,-0.7291043137359956
17,-3.7837791229234363
18,-5.101080612556375
19,-0.169488525800573
20,-2.6851668342553268
21,-1.8536173308362622
22,-2.2797017261471626
23,-3.4428525359528432
24,-3.1063802993316303
25,-0.2872715614569563
26,-0.5749536339087372
27,-3.260530979158889
28,-3.331793999180379
29,-3.155170463501062
30,-0.6394921550463086
31,-0.6927366695651208
32,-3.309321143328321
33,-1.22158079883379
34,-4.2256118752024765
35,-1.4222514942959408
36,-2.6851668342553263
37,-2.3442402472847337
38,-6.017371344430531
39,-4.290150396340047
40,-0.1694885258005728
41,0.5600262989302477
42,-3.5324646946425307
43,-4.225611875202476
44,-2.567383798598944
45,-2.125551046319904
46,-2.9728489067071076
47,-3.54821305161067
48,-2.567383798598944
49,-1.9714003664926456
50,-0.42080295408147894
51,-0.7291043137359956
52,-4.359143267826998
53,-0.9804187420169017
54,-0.9804187420169018
55,-4.695615504448211
56,-1.4222514942959406
57,-2.867488391049281
58,-0.19765940276726923
59,-1.453023152962695
60,-2.5955546755656393
61,-3.3783140148152726
62,-2.125551046319904
63,-1.8277166024041054
64,-0.5749536339087373
65,-3.9379298027506953
66,0.6778093345866307
67,1.9463206600501382
68,-2.462023282941117
69,-4.91875905576242
70,-2.81869822687985
71,-1.6735659225768469
72,-3.378314014815272
73,-1.8277166024041054
74,0.5701786703942654
75,-1.6353447097566494
76,-2.3667131031367923
77,0.2517249392757306
78,-2.867488391049281
79,-2.520863782964051
80,-2.972848906707108
81,-3.331793999180379
82,-2.972848906707108
83,-0.4414222412842147
84,-2.972848906707108
85,-2.972848906707108
86,-2.972848906707108
87,-0.45717059825235384
88,-2.125551046319904
89,-2.926328891072215
90,-3.9536781597188346
91,0.5600262989302472
92,-0.2872715614569563
93,-4.002468323888266
94,-5.611906236322366
95,-1.13456942184416
96,-1.3427917070702717
97,-0.7291043137359956
98,-3.378314014815272
99,-2.7031853397580052
100,1.5044879077710989
101,-3.378314014815272
102,-3.665996087267054
103,-5.72968927197875
104,-1.0449572631544726
105,1.6222709434274822
106,0.5600262989302474
107,-4.63107698331064
108,-1.2681008144686827
109,-4.359143267826998
110,-1.9612479950286277
111,-4.63107698331064
112,0.7933222217084753
113,-1.8277166024041054
114,-3.7147862514364847
115,-0.2872715614569564
116,-0.0641280101427465
117,-1.0757289218212263
118,-3.3783140148152717
119,-0.42080295408147905
120,-0.7392566852000134
121,-1.6735659225768469
122,-4.764608375935163
123,-1.6735659225768469
124,4.19006525302125
125,-0.0641280101427465
126,-5.324224163870586
127,-4.918759055762421
128,-0.710755175067799
129,-1.209260314445749
130,0.11819354665120807
131,-0.9804187420169017
132,-3.0216390708765397
133,-2.926328891072215
134,-2.5208637829640503
135,-4.359143267826998
136,-0.8468873493923791
137,1.881782138912567
138,-0.0641280101427466
139,-4.225611875202476
140,-2.7721782112449564
141,1.4174765307814692
142,-0.7291043137359956
143,-5.036542091418804
144,-1.1139501346414242
145,-3.309321143328321
146,-3.037387427844679
147,-4.63107698331064
148,-0.19765940276726923
149,-2.4338524059744207
150,-1.8536173308362622
151,-3.9379298027506953
152,-0.6496445265103264
153,-2.520863782964051
154,0.5236586547593723
155,-5.72968927197875
156,0.43664727776974266
157,-2.5516354416308045
158,-1.4504223712626372
159,-2.14617033352264
160,-3.8483176440610074
161,-3.820146767094312
162,-0.8727880778245362
163,-0.8626357063605182
164,-2.9728489067071076
165,-5.324224163870586
166,-0.5749536339087374
167,-1.0269387576517945
168,-1.4324038657599587
169,-3.953678159718834
170,-4.695615504448211
171,-4.359143267826998
172,2.0641036957065215
173,-2.8186982268798495
174,-4.2256118752024765
175,-5.206441128214202
176,1.4864694022684206
177,-2.125551046319904
178,-1.2681008144686827
179,-2.8393175140825853
180,-3.155170463501062
181,-4.764608375935163
182,-1.1345694218441598
183,-1.8742366180389984
184,-0.015337845973314557
185,-3.2447826221907494
186,-5.101080612556375
187,-0.2872715614569564
188,1.3709565151465766
189,0.69355769155477
190,-3.378314014815272
191,-2.520863782964051
192,-2.125551046319904
193,-1.13456942184416
194,-3.511845407439795
195,-2.926328891072215
196,-1.422251494295941
197,-2.6161739627683755
198,-3.511845407439795
199,-3.532464694642531
200,-2.462023282941117
201,-1.5557828869204635
202,-0.08247714881094312
203,-4.476926303483382
204,-3.511845407439795
205,-2.2797017261471626
206,-1.2681008144686827
207,-1.1810894374790528
208,-0.6927366695651208
209,-4.359143267826998
210,-1.3146208301035753
211,-2.6851668342553268
212,-2.59555467556564
213,-1.9920196536953818
214,-1.2681008144686825
215,-2.2797017261471626
216,-2.8186982268798495
217,-0.8468873493923791
218,-1.2092603144457492
219,-0.2872715614569563
220,-0.7392566852000136
221,-0.9804187420169018
222,-1.4324038657599587
223,-2.926328891072215
224,-4.359143267826998
225,0.5600262989302472
226,3.3633866798367826
227,-2.056558174832953
228,-5.6119062363223655
229,-2.7721782112449564
230,-1.4504223712626372
231,-1.0167863861877764
232,-6.017371344430531
233,-1.4504223712626367
234,-2.056558174832953
235,0.20780570534089526
236,-4.2256118752024765
237,-2.0100381591980594
238,-1.9612479950286277
239,-0.5749536339087372
240,-3.378314014815272
241,-2.7031853397580052
242,0.06940338248177602
243,-2.4620232829411166
244,0.9654914070384116
245,-2.6851668342553268
246,-3.7147862514364847
247,-1.4324038657599591
248,0.27234422647846623
249,-2.6851668342553268
250,-3.532464694642531
251,-0.13312088162969804
252,0.9654914070384121
253,-1.453023152962695
254,-2.818698226879849
255,-4.764608375935163
256,-3.6659960872670534
257,-1.13456942184416
258,3.9230024677722053
259,-3.5324646946425307
260,-4.91875905576242
261,-5.324224163870586
262,-1.4504223712626372
263,-3.5324646946425307
264,0.5236586547593726
265,-0.5749536339087373
266,-1.2298796016484848
267,-5.170073484043327
268,-1.9612479950286277
269,-0.8934073650272718
270,-1.673565922576847
271,-2.972848906707108
272,-5.324224163870586
273,-5.206441128214202
